Model,Year,Fuel_Type,Transmission,DoorsNum,Condition,Color,Cruise,Leather_Seats,Heated_Seats,Navigation,Owners,Insurance,Service_History,Safety,Premium_Sound,Multimedia,Bluetooth,Wheel,Sunroof,Warranty,TAge,Price,Cylinder_Numbers,Credit_History,Engine_Size,Weight,carlength,carwidth,monthly_mileage,peakrpm,Estimated_Mileage
Honda Fit,2002,Petrol,Manual,4,Good,Black,No,No,No,No,4,No insurance,No Service,2 stars,No,No,Yes,Hubcaps,No,15,3,5257.660094,two,-0.004646173,2.575124222,3292.317525,165.1,64.6,3514.832925,5203,42177.9951
Honda Fit,2002,Petrol,Manual,4,Fair,Yellow,No,No,No,No,4,No insurance,No Service,1 star,Yes,No,Yes,Chrome,No,33,4,5812.898009,three,0.002011597,1.562859592,3852.376203,184.9,63.5,3349.696271,6225,40196.35525
Toyota Corolla,2022,Electric,Automatic,4,Exc,Silver,No,No,No,Yes,1,Third Party,Partial Service,2 stars,No,Yes,Yes,Forged,No,35,1,33748.93564,five,0.002832879,2.384798738,4142.299502,194.7,63.7,526.4415815,4917,6317.298978
Toyota Prius,2009,Electric,Automatic,2,Excellent,Beige,Yes,No,No,Yes,2,Collision,No Service,4 stars,No,Yes,Yes,Chrome,Yes,24,1,25670.88135,three,-0.00258905,3.15180242,3324.117202,164.9,64.8,1038.477393,6139,12461.72872
Chevrolet Sonic,2009,Hybrid,Manual,4,Excellent,Brown,Yes,No,Yes,Yes,1,Third Party,Full Service,4 stars,No,Yes,No,Chrome,Yes,15,3,21253.10306,six,0.005866938,2.187341475,3934.865307,198.6,69,1481.574848,5484,17778.89818
Nissan 350Z,2005,Petrol,Manual,4,Fair,Brown,No,No,No,No,4,Collision,No Service,1 star,No,No,Yes,Steel,No,11,2,9550.210845,two,-0.004749037,1.779958137,3402.618749,166.6,67.5,2514.804852,5391,30177.65822
Chevrolet Sonic,2008,Petrol,Manual,4,Good,Brown,No,No,Yes,Yes,4,Comprehensive,No Service,3 stars,Yes,No,No,Hubcaps,Yes,15,2,14921.72733,two,0.008712973,1.967796968,3006.068146,164,61.5,2105.787576,4323,25269.45091
Toyota Tundra,2016,Hybrid,Automatic,2,Good,Black,Yes,Yes,Yes,Yes,2,Comprehensive,Full Service,5 stars,Yes,No,No,Alloy,Yes,15,1,28727.51459,four,-0.013459797,3.210989055,4075.355786,148.4,67.2,658.4770412,5642,7901.724494
Ford Mustang,2010,Hybrid,Automatic,4,Fair,Brown,Yes,No,No,Yes,4,Collision,Partial Service,4 stars,No,No,Yes,Forged,Yes,26,1,20620.79736,four,0.001263796,2.383502804,3674.401888,196.3,61.6,1504.965511,4685,18059.58613
Toyota Prius,2009,Electric,Manual,4,Excellent,Black,No,No,No,Yes,1,Collision,Full Service,3 stars,Yes,No,Yes,Chrome,Yes,17,1,24014.78529,two,0.01938929,2.48961753,3718.191365,151.7,70.7,974.9784325,4998,11699.74119
Nissan Juke,2015,Petrol,Manual,4,Good,Black,No,No,No,Yes,3,Third Party,No Service,4 stars,Yes,No,No,Chrome,Yes,29,4,12747.39231,two,-0.010003313,1.992795581,3554.278176,157.6,69.7,2106.855718,4366,25282.26861
Toyota Tundra,2016,Electric,Manual,4,Good,Brown,No,No,No,Yes,2,Third Party,Full Service,5 stars,No,Yes,No,Forged,No,9,1,29022.56199,three,-0.00677745,2.588068003,3750.143777,202.2,64.8,1140.601125,5056,13687.2135
Nissan 350Z,2003,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,No insurance,No Service,Not rated/Unknown,Yes,No,Yes,Chrome,No,18,2,8469.537009,two,0.005139078,2.282765897,3215.772802,187.8,70.4,3037.419699,6599,36449.03639
Nissan 350Z,2002,Petrol,Manual,4,Fair,Brown,No,No,No,No,3,Comprehensive,No Service,1 star,Yes,No,Yes,Hubcaps,Yes,31,2,10798.16063,two,0.001795818,2.698716572,3456.671184,196,62,2418.723949,5184,29024.68739
Nissan 350Z,2000,Petrol,Manual,4,Good,Black,No,No,No,No,3,Third Party,No Service,2 stars,Yes,No,No,Chrome,No,15,4,8293.330979,two,0.003506301,1.644705608,2819.336018,180.3,60.4,2926.491758,6175,35117.90109
Nissan 350Z,2002,Petrol,Manual,4,Fair,NA,No,No,No,No,3,No insurance,No Service,1 star,Yes,No,No,Hubcaps,No,21,2,7068.896537,two,0.004891871,2.535220688,2968.905408,204.4,64.3,3269.893086,4461,39238.71703
Nissan Juke,2011,Electric,Manual,4,Good,Black,No,No,No,Yes,3,No insurance,Partial Service,3 stars,No,No,Yes,Alloy,Yes,24,2,11338.74213,three,0.006347215,2.395491807,3906.768639,183.8,60.1,2411.602192,6072,28939.2263
Ford Escape,2004,Hybrid,Automatic,2,Good,Silver,No,No,No,Yes,2,Collision,Partial Service,4 stars,No,No,Yes,Forged,No,11,1,25179.33721,five,0.011096998,2.504335313,3399.610836,206.6,64.3,1100.45333,5794,13205.43996
Chevrolet Camaro,2005,Hybrid,Manual,4,Good,Brown,No,No,No,Yes,4,Comprehensive,Partial Service,2 stars,Yes,No,Yes,Hubcaps,Yes,31,1,17408.25896,two,0.004098187,2.084428559,3595.109941,145.2,67.7,1684.392571,5038,20212.71085
Honda Fit,2002,Petrol,Manual,4,Fair,Brown,No,No,No,No,2,No insurance,No Service,Not rated/Unknown,No,No,No,Hubcaps,No,17,2,4534.571654,two,-0.002412577,1.762175688,3486.656265,161.9,69.5,3751.435043,6454,45017.22051
Chevrolet Sonic,2008,Electric,Manual,4,Good,Black,No,No,Yes,Yes,4,Collision,Full Service,Not rated/Unknown,No,No,No,Alloy,Yes,14,2,17054.01725,five,0.006725737,2.125918166,3535.886843,167.4,60.9,1908.121103,4383,22897.45324
Nissan 350Z,2008,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,Third Party,Partial Service,1 star,No,No,No,Hubcaps,No,19,2,9988.339907,three,0.018998819,2.322064932,2996.869535,180.5,64.3,2406.080033,6395,28872.9604
Ford Escape,2003,Petrol,Automatic,2,Good,Black,Yes,No,Yes,Yes,4,Third Party,Partial Service,3 stars,No,Yes,No,Forged,No,29,1,19337.70028,three,-0.001326337,2.41029333,3284.148609,187.5,70.5,1480.556466,6423,17766.67759
Toyota Tundra,2016,Hybrid,Manual,4,Good,Brown,Yes,Yes,Yes,Yes,2,Third Party,No Service,5 stars,Yes,Yes,Yes,Steel,No,15,1,26211.29688,six,-0.009745293,2.890008137,3547.596735,204.2,62.9,907.4118508,4281,10888.94221
Ford Mustang,2008,Electric,Automatic,2,Excellent,Black,Yes,Yes,No,Yes,2,Comprehensive,Full Service,4 stars,Yes,Yes,Yes,Steel,Yes,13,2,30201.27901,four,0.011070807,2.539853931,3489.716434,204.8,72.4,637.0604933,6066,7644.72592
Nissan 350Z,2005,Petrol,Manual,4,Fair,Brown,No,No,No,No,4,Comprehensive,Partial Service,1 star,Yes,No,No,Chrome,Yes,8,4,10039.92616,two,-0.001203812,2.039413461,3227.723161,171.9,72.9,2904.841797,4708,34858.10156
Ford Fusion,2019,Electric,Manual,2,Good,Black,Yes,No,No,Yes,2,Comprehensive,Full Service,3 stars,No,No,No,Alloy,Yes,22,1,26337.35311,three,-0.021726695,2.17806366,3781.206608,199.4,61.5,954.1020525,6416,11449.22463
Ford Fusion,2014,Hybrid,Automatic,2,Good,Beige,Yes,No,No,Yes,2,Collision,Full Service,5 stars,Yes,Yes,Yes,Chrome,Yes,24,1,22240.67322,six,0.008474217,2.647005613,3520.80342,145.5,63.3,1229.326938,6299,14751.92326
Nissan 350Z,2006,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,Third Party,No Service,1 star,Yes,No,No,Steel,No,17,4,8123.36175,three,-0.005353282,1.910896452,2829.624671,203.1,64.4,3278.471559,4757,39341.65871
Ford Escape,2005,Hybrid,Manual,4,Good,Brown,No,No,Yes,Yes,3,Comprehensive,Full Service,4 stars,Yes,Yes,Yes,Alloy,Yes,8,2,21753.84727,five,-0.000905333,1.926133716,3919.451795,144.1,69.4,1369.698643,5577,16436.38371
Honda Fit,2008,Petrol,Manual,4,Fair,Brown,No,No,No,No,3,No insurance,No Service,Not rated/Unknown,No,No,Yes,Hubcaps,No,19,4,7254.932757,two,0.003319803,1.786762751,2500,145.7,63.4,3350.056632,4465,40200.67958
Honda Fit,2002,Petrol,Manual,4,Good,Black,No,No,No,No,4,No insurance,No Service,Not rated/Unknown,Yes,No,No,Hubcaps,No,33,4,6102.728237,two,0.001904997,1.640993408,3037.364897,148.9,65.9,3475.100759,4214,41701.20911
Ford Mustang,2012,Hybrid,Automatic,2,Good,Brown,Yes,No,Yes,Yes,2,Comprehensive,Full Service,3 stars,No,Yes,No,Forged,No,11,2,23191.03176,five,0.007094518,2.664211468,3267.856691,144.3,68.4,1064.08974,5548,12769.07688
Toyota Prius,2006,Hybrid,Automatic,4,Excellent,Black,Yes,No,No,Yes,2,Comprehensive,Partial Service,3 stars,No,No,Yes,Steel,Yes,34,2,23472.00004,five,-0.004354864,2.372982542,3283.144077,179.4,63.5,1452.955461,4128,17435.46553
Nissan 350Z,2002,Petrol,Manual,4,Fair,Black,No,No,No,No,3,No insurance,No Service,1 star,No,No,Yes,Hubcaps,No,24,3,7792.82023,two,0.005131058,2.079803665,3094.069057,164.7,64.7,3630.235446,6033,43562.82535
Honda Fit,2001,Petrol,Manual,4,Good,Black,No,No,No,No,3,No insurance,Partial Service,2 stars,No,No,No,Alloy,No,23,4,7567.371058,two,-0.002595467,2.369345969,3174.942985,200.6,63.5,3475.564626,6553,41706.77551
Toyota Tundra,2014,Electric,Automatic,4,Excellent,Brown,No,Yes,Yes,Yes,2,Comprehensive,Partial Service,4 stars,No,No,No,Chrome,No,17,1,24959.6485,four,0.007388105,2.143981755,3387.917993,157.9,68.7,1167.825582,4713,14013.90698
Ford Mustang,2008,Electric,Automatic,2,Excellent,Black,Yes,No,No,Yes,2,Collision,Full Service,5 stars,Yes,Yes,No,Chrome,No,20,1,21873.85162,six,0.006153675,2.785544453,3188.057041,201.2,71,1546.870297,6434,18562.44356
Toyota Tundra,2012,Hybrid,Manual,2,Good,Beige,No,Yes,No,Yes,2,Comprehensive,Partial Service,4 stars,No,No,Yes,Chrome,Yes,30,1,26398.60955,five,-0.009354387,2.112480306,3562.727953,151.6,72.1,949.830885,4863,11397.97062
Chevrolet Camaro,2005,Petrol,Manual,4,Good,Brown,Yes,No,No,Yes,3,Comprehensive,Full Service,1 star,No,No,No,Chrome,Yes,11,3,16411.33111,five,0.010859821,1.421723799,3354.19092,173.5,68,1543.520541,5956,18522.24649
Honda Fit,2005,Petrol,Manual,4,Fair,Brown,No,No,No,No,4,No insurance,No Service,1 star,No,No,Yes,Chrome,No,26,4,6512.888037,two,-0.005359634,2.453679961,3164.840207,188.1,70.4,2976.589171,5080,35719.07005
Ford Fusion,2019,Hybrid,Automatic,2,Good,Silver,No,No,Yes,Yes,3,Collision,Full Service,4 stars,Yes,Yes,Yes,Chrome,Yes,17,2,21261.68049,five,0.008080578,1.659212076,3565.268373,145.2,65.4,1222.288129,5972,14667.45755
Nissan 350Z,2000,Petrol,Manual,4,Fair,Yellow,No,No,No,Yes,4,Collision,Partial Service,4 stars,Yes,No,No,Forged,No,24,4,9885.393744,two,0.003672873,2.703531208,3646.878759,152.3,70.7,3128.816993,5160,37545.80391
Ford Fusion,2020,Hybrid,Automatic,2,Good,Black,No,No,Yes,Yes,1,Comprehensive,Full Service,5 stars,Yes,Yes,Yes,Chrome,Yes,12,2,23789.72395,two,0.018381837,2.516860651,3777.229921,185,68.9,1497.968133,5972,17975.6176
Nissan Juke,2009,Petrol,Manual,4,Good,Black,No,No,No,Yes,2,Collision,Full Service,Not rated/Unknown,Yes,No,No,Forged,No,28,3,12483.20533,two,-0.00223466,2.465737078,3602.048804,154.8,65.6,2382.739286,5843,28592.87143
Ford Fusion,2022,Hybrid,Manual,4,Excellent,Brown,No,Yes,Yes,Yes,1,Comprehensive,Full Service,5 stars,No,No,No,Forged,Yes,25,1,31641.85559,five,-0.003493168,2.192394772,3613.826397,165.9,65,494.1407768,4364,5929.689321
Toyota Tundra,2016,Hybrid,Manual,2,Good,Brown,No,No,No,Yes,2,Comprehensive,Full Service,1 star,No,Yes,No,Hubcaps,Yes,15,1,29937.37105,six,-0.000194196,2.629399589,4022.310142,167.8,67.3,958.5721275,6481,11502.86553
Toyota Tundra,2011,Electric,Automatic,4,Excellent,Silver,Yes,Yes,Yes,Yes,2,Comprehensive,Full Service,3 stars,Yes,No,No,Alloy,No,23,1,25558.52409,two,-0.003031798,2.659258425,3415.013064,178.8,69,1015.394056,6350,12184.72867
Toyota Tundra,2015,Electric,Manual,4,Excellent,Black,Yes,No,No,Yes,1,Comprehensive,Full Service,5 stars,No,No,No,Forged,No,7,1,30015.32619,five,0.007999419,2.957895874,4078.025557,153.7,64.6,996.9928642,5199,11963.91437
Chevrolet Sonic,2014,Electric,Manual,4,Good,Brown,No,No,Yes,Yes,2,Collision,Partial Service,4 stars,Yes,No,Yes,Alloy,Yes,18,3,20313.62982,two,-0.016163106,2.513828132,3612.184031,166.4,69.3,1539.410373,4472,18472.92447
Nissan 350Z,2004,Petrol,Manual,4,Good,Yellow,No,No,No,No,4,Collision,Partial Service,Not rated/Unknown,Yes,No,No,Steel,No,20,3,8994.697112,two,-0.010536824,2.033771532,3231.229577,157,67.2,3023.265192,4600,36279.1823
Toyota Tundra,2012,Petrol,Manual,2,Good,Black,Yes,No,No,Yes,2,Collision,Full Service,1 star,Yes,No,Yes,Forged,No,33,2,17751.78738,two,-0.010678029,2.249979618,4376.740837,158.9,65.1,1358.370348,5247,16300.44418
Chevrolet Sonic,2008,Petrol,Automatic,4,Fair,Black,No,No,No,Yes,3,Third Party,No Service,1 star,No,No,No,Steel,Yes,29,4,12290.93615,two,0.009503076,2.100908917,3275.634077,188.5,67.3,2486.872145,6213,29842.46574
Nissan 350Z,2002,Petrol,Manual,4,Good,Black,No,No,No,Yes,4,Third Party,Partial Service,4 stars,Yes,No,No,Forged,No,9,5,9521.473874,three,0.017106134,2.054422694,3753.327972,167.2,70.4,2436.172173,4538,29234.06608
Ford Mustang,2009,Hybrid,Automatic,4,Good,Silver,No,No,No,Yes,1,Comprehensive,Full Service,4 stars,Yes,No,No,Chrome,No,12,2,21980.14221,two,-0.001044492,2.215370767,3201.014787,191.9,72.6,1341.007054,5433,16092.08465
Chevrolet Sonic,2014,Hybrid,Automatic,4,Good,Black,Yes,No,Yes,Yes,3,Comprehensive,Partial Service,2 stars,No,No,No,Steel,Yes,8,3,16367.62401,five,-0.001688217,2.481272027,3384.066535,173.4,63,1743.009394,5012,20916.11273
Honda Fit,2003,Petrol,Manual,4,Fair,Black,No,No,No,No,4,No insurance,No Service,Not rated/Unknown,No,No,Yes,Hubcaps,No,30,4,5395.340688,two,0.000700522,1.706092719,3764.634871,155.8,63.1,3686.893583,6490,44242.72299
Chevrolet Camaro,2003,Hybrid,Automatic,4,Fair,Black,Yes,No,No,Yes,4,Collision,Full Service,4 stars,No,No,No,Steel,Yes,21,2,15455.73575,five,0.011618783,2.373558698,3380.056866,181.1,69.4,1988.245759,5376,23858.94911
Chevrolet Bolt,2017,Petrol,Automatic,4,Good,Black,No,No,No,Yes,2,Collision,Full Service,2 stars,No,Yes,No,Forged,No,31,2,19964.52076,six,-0.009273531,2.277813004,3541.189561,183,68.7,1548.514548,4814,18582.17457
Nissan 350Z,2002,Petrol,Manual,4,Good,Brown,No,No,No,No,2,No insurance,No Service,2 stars,No,No,No,Chrome,No,14,5,5156.261132,two,0.00238369,1.228400458,3158.964291,185.2,66.8,3531.867493,5612,42382.40991
Ford Fusion,2018,Electric,Automatic,4,Good,Black,Yes,No,Yes,Yes,2,Comprehensive,No Service,4 stars,No,Yes,Yes,Alloy,No,28,2,26353.06984,five,0.009751976,2.929288276,4124.566988,165.8,66.1,1101.836385,4636,13222.03662
Honda Fit,2005,Petrol,Manual,4,Fair,Brown,No,No,No,No,4,No insurance,Partial Service,2 stars,Yes,No,No,Steel,No,28,4,5923.959904,two,0.005010942,1.522089506,3283.860302,183.6,66.9,3578.421853,5745,42941.06223
Toyota Corolla,2019,Electric,Automatic,4,Good,Black,No,Yes,No,Yes,1,No insurance,Partial Service,Not rated/Unknown,No,No,Yes,Hubcaps,Yes,22,1,33203.71347,two,0.001895816,2.755601791,3691.174367,204,66.2,773.197523,4815,9278.370276
Toyota Prius,2009,Hybrid,Automatic,4,Excellent,Brown,No,No,Yes,Yes,1,Third Party,No Service,5 stars,No,No,No,Chrome,No,31,1,27331.59674,three,0.010010461,2.896863472,3309.450273,194.4,71.2,839.0101667,4587,10068.122
Chevrolet Corvette,2007,Petrol,Manual,4,Good,Black,No,No,No,Yes,3,Third Party,Full Service,3 stars,No,No,No,Alloy,No,13,2,12800.71844,three,-0.027032323,2.105262993,3642.105011,188.7,63.6,2467.657301,6060,29611.88761
Nissan 350Z,2001,Petrol,Manual,4,Fair,Yellow,No,No,No,No,4,No insurance,Partial Service,Not rated/Unknown,Yes,No,No,Steel,No,23,3,6892.670143,two,0.006778753,2.981110797,3149.139324,184.3,60.9,3152.037147,5571,37824.44576
Nissan 350Z,2008,Petrol,Manual,4,Good,Brown,No,No,No,No,4,No insurance,Partial Service,Not rated/Unknown,No,No,No,Alloy,No,29,4,7986.373574,two,-0.006540757,1.993002952,3030.169177,160.4,62.5,3384.690448,6036,40616.28537
Toyota Tundra,2013,Hybrid,Automatic,4,Good,Black,Yes,Yes,Yes,Yes,2,Third Party,Full Service,3 stars,Yes,Yes,No,Steel,Yes,32,1,27323.1985,three,-0.018306329,2.251681714,3375.918881,151,60.2,1126.217198,5297,13514.60637
Honda Fit,2001,Petrol,Manual,4,Fair,Black,No,No,No,No,3,No insurance,Partial Service,Not rated/Unknown,Yes,No,No,Chrome,No,18,4,4487.127952,two,0.005112026,2.533268457,3280.683833,175.2,64.5,3650.783543,5940,43809.40251
Ford Mustang,2012,Hybrid,Manual,20,Good,Black,No,No,Yes,Yes,1,Third Party,Full Service,5 stars,Yes,Yes,No,Chrome,Yes,7,1,24441.47602,six,0.013736585,2.199575354,3934.348392,169.1,66.3,1158.969992,5276,13907.6399
Honda Fit,2003,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No insurance,Partial Service,1 star,Yes,No,Yes,Hubcaps,No,6,5,6902.413127,three,-0.001374485,2.167220578,3647.796523,185,65.3,3394.370891,5954,40732.45069
Ford Fusion,2018,Hybrid,Manual,4,Excellent,Silver,Yes,No,No,Yes,2,Collision,Full Service,4 stars,No,No,No,Alloy,No,21,2,21888.23711,three,0.009528745,2.692827102,3263.98418,161.6,65.4,1341.042254,5722,16092.50705
Toyota Camry,2005,Hybrid,Automatic,4,Good,Black,No,No,Yes,Yes,4,Third Party,Full Service,5 stars,No,No,No,Chrome,Yes,21,1,21559.85455,five,0.016122783,2.35383729,3810.700472,150.2,67.5,1240.567277,5118,14886.80732
Ford Mustang,2008,Hybrid,Manual,4,Good,Black,Yes,No,Yes,Yes,3,No insurance,Full Service,3 stars,No,No,Yes,Steel,Yes,16,4,15396.15223,five,0.013149145,2.301217296,2857.290513,205.2,63.1,2048.916457,5311,24586.99748
Nissan Juke,2016,Petrol,Manual,4,Good,Black,No,No,No,Yes,3,No insurance,Partial Service,4 stars,No,No,No,Chrome,No,29,5,11965.1443,two,0.016399645,2.096674116,3448.108628,168.4,62.1,2343.186301,5118,28118.23561
Chevrolet Bolt,2019,Hybrid,Manual,2,Good,Black,No,Yes,No,Yes,3,Collision,Partial Service,4 stars,No,Yes,No,Chrome,No,9,1,23480.31,five,0.007421275,3.402743561,3499.188226,204.2,70.3,959.8781475,6108,11518.53777
Chevrolet Bolt,2018,Hybrid,Manual,2,Good,Silver,Yes,No,No,Yes,3,Collision,Full Service,4 stars,No,No,Yes,Forged,Yes,16,3,21659.4743,five,0.000754336,2.932345888,3985.659162,173.2,72.6,1044.140971,5807,12529.69165
Toyota Corolla,2020,Hybrid,Automatic,2,Exc,Beige,No,No,Yes,Yes,2,Collision,Full Service,5 stars,Yes,Yes,No,Forged,No,31,1,24616.85665,two,-0.016019658,2.76538745,3663.27695,147.5,60.5,1053.612159,6524,12643.34591
Nissan 350Z,2008,Petrol,Manual,4,Good,Black,No,No,No,Yes,3,No insurance,Partial Service,Not rated/Unknown,Yes,No,No,Hubcaps,No,11,3,9619.508729,three,-0.002460625,2.241348735,3844.930219,186.3,64.4,2951.24063,5611,35414.88756
Honda Fit,2004,Petrol,Manual,4,Fair,Black,No,No,No,No,4,No insurance,Partial Service,2 stars,No,No,Yes,Alloy,No,31,2,6885.603548,two,-0.008432466,1.831986464,2511.592138,168.2,61.2,3242.286238,5192,38907.43485
Nissan 350Z,2002,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,4,No insurance,Full Service,4 stars,No,No,Yes,Steel,No,15,2,9919.955888,three,0.021709427,1.729135709,3260.18946,164.8,72.7,3003.918089,5435,36047.01707
Chevrolet Corvette,2005,Petrol,Manual,4,Good,Brown,No,No,No,No,3,Third Party,No Service,Not rated/Unknown,No,No,No,Hubcaps,No,16,4,8652.153274,two,-0.001758858,2.199975147,3163.960135,154.2,67.7,2767.547677,4829,33210.57212
Chevrolet Corvette,2007,Hybrid,Automatic,2,Excellent,Brown,No,No,Yes,Yes,3,Third Party,Partial Service,Not rated/Unknown,No,No,Yes,Chrome,Yes,31,2,20754.37379,three,0.001232048,2.586525588,3590.245353,157.9,66.5,1448.888813,5583,17386.66576
Nissan Juke,2012,Petrol,Manual,4,Good,Black,No,No,No,Yes,2,Collision,Full Service,4 stars,No,No,Yes,Chrome,Yes,6,4,11528.41223,three,0.005514854,1.423746512,3124.287689,160.8,64,2376.851718,5264,28522.22062
Nissan 350Z,2002,Petrol,Manual,4,Good,Brwn,No,No,No,Yes,3,Collision,Full Service,2 stars,No,No,Yes,Chrome,Yes,14,2,11307.6771,three,0.000436024,1.77897375,2920.875782,182.2,72.5,2686.964958,4806,32243.5795
Chevrolet Sonic,2009,Petrol,Manual,4,Good,Brwn,Yes,No,No,Yes,1,Comprehensive,Full Service,4 stars,Yes,Yes,No,Steel,Yes,32,2,19356.83882,five,0.01695051,2.398036158,3459.816192,155.3,61.6,1539.516599,6195,18474.19919
Honda Fit,2008,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,No insurance,No Service,Not rated/Unknown,Yes,No,No,Hubcaps,No,12,5,7158.06772,three,-0.006226494,1.849841401,3541.375551,176.5,69.6,3222.857164,5765,38674.28597
Toyota Tundra,2011,Petrol,Manual,4,Good,Black,No,No,No,Yes,3,Third Party,Partial Service,4,No,No,Yes,Steel,No,26,3,18935.70202,three,0.001946075,2.445341123,3574.734141,195.7,70.3,1612.491819,5596,19349.90183
Toyota Tundra,2015,Hybrid,Automatic,4,Excellent,Brown,Yes,Yes,Yes,Yes,1,Comprehensive,Partial Service,3 stars,No,No,Yes,Chrome,Yes,27,2,25532.19182,six,-0.007424706,2.397921883,3430.79186,154.7,70,1068.216683,4580,12818.6002
Nissan 350Z,2005,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,4,Third Party,Partial Service,1 star,No,No,Yes,Chrome,No,8,4,8697.026689,two,-0.013200225,2.231422639,3543.237258,151.1,71.5,2967.93424,5834,35615.21088
Toyota Tundra,2016,Hybrid,Automatic,2,Excellent,Beige,Yes,No,No,Yes,1,Third Party,Full Service,1 star,Yes,No,Yes,Hubcaps,No,34,2,33256.97588,three,-0.006117691,3.185442529,4064.495685,185,70.3,574.278693,4219,6891.344316
Chevrolet Bolt,2019,Petrol,Manual,4,Good,Black,Yes,No,No,Yes,3,Comprehensive,Partial Service,4,Yes,No,No,Forged,No,14,1,18551.90316,two,-0.000370368,1.918584664,3311.601025,181.2,72.6,1749.366494,5413,20992.39793
Chevrolet Camaro,2003,Petrol,Automatic,2,Good,Brown,Yes,No,No,Yes,3,Comprehensive,Partial Service,Not rated/Unknown,Yes,No,No,Hubcaps,No,7,1,17522.91233,five,-0.004293022,2.339457613,3341.485385,161,61.9,1844.507703,5013,22134.09243
Nissan 350Z,2007,Petrol,Manual,4,Good,Yellow,No,No,No,No,4,Collision,No Service,Not rated/Unknown,Yes,No,No,Chrome,No,33,2,8173.148106,three,-0.00692421,2.755638429,3806.031008,191.3,69,3101.569013,4851,37218.82815
Nissan 350Z,2004,Petrol,Manual,4,Good,Yellow,No,No,No,No,2,Third Party,No Service,Not rated/Unknown,Yes,No,No,Chrome,No,15,4,8111.058875,two,-0.014063175,1.928164975,3283.847019,208.7,71.5,2811.314892,4742,33735.7787
Nissan 350Z,2001,Petrol,Manual,4,Good,Brown,No,No,No,No,4,Third Party,Partial Service,2 stars,No,No,Yes,Chrome,No,22,4,8007.102848,two,-0.000831056,1.810042366,3813.289814,175.4,66.5,3270.612128,4960,39247.34554
Honda Fit,2002,Petrol,Manual,4,Fair,Black,No,No,No,No,3,No insurance,Partial Service,1 star,No,No,No,Hubcaps,No,17,4,6945.151189,two,-0.015047204,2.300496479,3397.1689,200.6,61.5,3026.163091,5260,36313.95709
Toyota Corolla,2018,Electric,Automatic,4,Good,Silver,No,No,No,Yes,1,No insurance,Partial Service,4,Yes,No,Yes,Forged,No,6,4,44989.78593,six,0.00760056,2.953614435,3756.066101,194.3,65.8,456.7743435,5114,5481.292122
Nissan 350Z,2004,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,No insurance,Full Service,1 star,No,No,Yes,Forged,No,31,4,10075.15654,three,0.000824398,2.468166836,3583.007367,142.6,69.6,2840.04146,4450,34080.49752
Ford Fusion,2019,Hybrid,Manual,4,Excellent,Black,Yes,No,Yes,Yes,1,Comprehensive,No Service,3 stars,Yes,Yes,Yes,Chrome,No,23,2,27164.59712,three,-0.014575515,2.359289563,3672.247118,145.7,67.3,707.7916323,4984,8493.499587
Ford Escape,2006,Electric,Automatic,2,Fair,Black,No,No,No,Yes,3,Collision,Partial Service,4,Yes,No,Yes,Chrome,Yes,11,1,20777.92161,five,-0.003092091,2.568040082,3661.060083,162.2,72.3,1625.329853,6041,19503.95823
Chevrolet Sonic,2013,Petrol,Manual,4,Good,Black,No,No,No,Yes,4,Collision,Partial Service,2 stars,Yes,No,No,Hubcaps,No,11,5,12468.99593,three,-0.007521564,2.034777961,3540.231147,191.7,62.7,2290.856351,6477,27490.27621
Toyota Corolla,2022,Electric,Automatic,2,Good,Black,No,No,Yes,Yes,2,Third Party,Full Service,5 stars,No,Yes,Yes,Alloy,No,14,1,29416.54753,four,0.003191745,2.644052777,3319.245712,142,71.2,709.3994118,5540,8512.792942
Nissan 350Z,2000,Petrol,Manual,4,Fair,Yellow,No,No,No,Yes,3,No insurance,No Service,4,No,No,Yes,Hubcaps,No,15,4,9615.622295,three,0.013404504,2.058398477,3498.114179,167.9,64.7,2861.614924,6512,34339.37909
Ford Fusion,2017,Hybrid,Manual,2,Excellent,Brown,Yes,Yes,No,Yes,1,Third Party,Full Service,4,No,No,Yes,Chrome,No,20,2,27331.39084,four,-0.018751725,2.960253744,3926.054079,181,69.7,949.963625,5007,11399.5635
Toyota Tundra,2015,Hybrid,Manual,2,Excellent,Black,No,Yes,Yes,Yes,2,Third Party,Full Service,5 stars,No,Yes,Yes,Forged,Yes,9,1,28130.44104,three,0.001150261,2.597257569,3270.439569,188.3,70.4,442.6326138,5480,5311.591366
Chevrolet Sonic,2012,Electric,Manual,2,Fair,Black,Yes,No,No,Yes,2,Comprehensive,Partial Service,1 star,No,No,No,Alloy,Yes,13,3,17779.41355,four,-0.001601328,1.880264462,3439.494731,155.7,67.8,2000.1218,4136,24001.4616
